0.000199, 0.019900, 20
0.001180, 0.049053, 20
0.003387, 0.110369, 20
0.007066, 0.183949, 20
0.012217, 0.257528, 20
0.018839, 0.331107, 20
0.026933, 0.404684, 20
0.036498, 0.478260, 20
0.047535, 0.551833, 20
0.060043, 0.625402, 20
0.074022, 0.698964, 20
0.089472, 0.772519, 20
0.106394, 0.846061, 20
0.124785, 0.919589, 20
0.144647, 0.993098, 20
0.165979, 1.066582, 20
0.188780, 1.140038, 20
0.213049, 1.213457, 20
0.238786, 1.286832, 20
0.265989, 1.360156, 20
0.294657, 1.433419, 20
0.324789, 1.506610, 20
0.356384, 1.579718, 20
0.389438, 1.652730, 20
0.423951, 1.725632, 20
0.459919, 1.798410, 20
0.497340, 1.871046, 20
0.536210, 1.943524, 20
0.576527, 2.015825, 20
0.618285, 2.087928, 20
0.661482, 2.159813, 20
0.706111, 2.231455, 20
0.752167, 2.302833, 20
0.799646, 2.373920, 20
0.848540, 2.444691, 20
0.898842, 2.515119, 20
0.950546, 2.585175, 20
1.003642, 2.654832, 20
1.058123, 2.724059, 20
1.113980, 2.792828, 20
1.171202, 2.861107, 20
1.229779, 2.928866, 20
1.289701, 2.996075, 20
1.350955, 3.062703, 20
1.413529, 3.128721, 20
1.477411, 3.194099, 20
1.542588, 3.258809, 20
1.609044, 3.322823, 20
1.676766, 3.386116, 20
1.745740, 3.448661, 20
1.815948, 3.510436, 20
1.887377, 3.571419, 20
1.960008, 3.631590, 20
2.033827, 3.690932, 20
2.108816, 3.749429, 20
2.184957, 3.807067, 20
2.262234, 3.863836, 20
2.340628, 3.919725, 20
2.420123, 3.974729, 20
2.500700, 4.028842, 20
2.582341, 4.082062, 20
2.665029, 4.134388, 20
2.748745, 4.185820, 20
2.833472, 4.236363, 20
2.919193, 4.286019, 20
3.005889, 4.334794, 20
3.093542, 4.382694, 20
3.181915, 4.418648, 20
3.270552, 4.431840, 20
3.359006, 4.422685, 20
3.447056, 4.402525, 20
3.534705, 4.382449, 20
3.621955, 4.362466, 20
3.708806, 4.342582, 20
3.795262, 4.322803, 20
3.881325, 4.303132, 20
3.966996, 4.283571, 20
4.052279, 4.264119, 20
4.137174, 4.244774, 20
4.221685, 4.225534, 20
4.305813, 4.206396, 20
4.389560, 4.187353, 20
4.472928, 4.168401, 20
4.555919, 4.149531, 20
4.638533, 4.130738, 20
4.720774, 4.112012, 20
4.802641, 4.093346, 20
4.884135, 4.074729, 20
4.965258, 4.056153, 20
5.046010, 4.037607, 20
5.126392, 4.019082, 20
5.206403, 4.000568, 20
5.286044, 3.982054, 20
5.365315, 3.963530, 20
5.444215, 3.944986, 20
5.522743, 3.926411, 20
5.600899, 3.907797, 20
5.678682, 3.889134, 20
5.756090, 3.870411, 20
5.833122, 3.851622, 20
5.909777, 3.832757, 20
5.986054, 3.813809, 20
6.061949, 3.794772, 20
6.137462, 3.775638, 20
6.212590, 3.756404, 20
6.287331, 3.737065, 20
6.361683, 3.717618, 20
6.435645, 3.698062, 20
6.509213, 3.678397, 20
6.582385, 3.658623, 20
6.655160, 3.638745, 20
6.727535, 3.618766, 20
6.799509, 3.598694, 20
6.871080, 3.578537, 20
6.942246, 3.558307, 20
7.013006, 3.538018, 20
7.083360, 3.517685, 20
7.153307, 3.497328, 20
7.222846, 3.476968, 20
7.291979, 3.456630, 20
7.360706, 3.436342, 20
7.429028, 3.416134, 20
7.496949, 3.396040, 20
7.564471, 3.376097, 20
7.631598, 3.356346, 20
7.698334, 3.336828, 20
7.764686, 3.317591, 20
7.830660, 3.298683, 20
7.896263, 3.280154, 20
7.961504, 3.262059, 20
8.026393, 3.244452, 20
8.090941, 3.227389, 20
8.155160, 3.210929, 20
8.219062, 3.195128, 20
8.282663, 3.180044, 20
8.345978, 3.165734, 20
8.409023, 3.152253, 20
8.471816, 3.139653, 20
8.534376, 3.127985, 20
8.596721, 3.117294, 20
8.658874, 3.107624, 20
8.720854, 3.099011, 20
8.782684, 3.091487, 20
8.844385, 3.085077, 20
8.905981, 3.079801, 20
8.967495, 3.075672, 20
9.028949, 3.072695, 20
9.090366, 3.070869, 20
9.159638, 3.463596, 20
9.238654, 3.950802, 20
9.317094, 3.922010, 20
